# time(us)	raw_signal(mV)	one_component(mV)	two_component(mV)	sum_components(mV)
-1.350081827085373165e+00 2.960469191294738955e+00 -2.283632957091059554e-02 1.023764948981644406e-02 -1.259868008109414975e-02
-1.348081827141937028e+00 3.104469196388142116e+00 -2.518950301061518432e-02 9.064168034608568666e-03 -1.612533497600661392e-02
-1.346081827198500891e+00 3.356469205301597647e+00 -2.827403853773003545e-02 1.455903852816597781e-02 -1.371500000956405764e-02
-1.344081827255064754e+00 3.320469204028246857e+00 -2.874274640340951717e-02 1.408680534975740618e-02 -1.465594105365211272e-02
-1.342081827311628617e+00 3.536469211668351598e+00 -3.111410609419378720e-02 1.733738168626375656e-02 -1.377672440793003238e-02
-1.340081827368192480e+00 3.500469210395000808e+00 -2.777647763573856329e-02 1.940003844113212181e-02 -8.376439194606443220e-03
-1.338081827424756343e+00 3.572469212941702388e+00 -2.836507296924523427e-02 2.007971196913791237e-02 -8.285361000107320170e-03
-1.336081827481320206e+00 3.464469209121650017e+00 -2.548811606467040261e-02 2.038956966353223585e-02 -5.098546401138165894e-03
-1.334081827537884068e+00 3.464469209121650017e+00 -2.261166689685646311e-02 2.081724960648732164e-02 -1.794417290369142767e-03
-1.332081827594447931e+00 3.032469193841440536e+00 -1.828133799563610301e-02 1.592636672463583133e-02 -2.354971271000274279e-03
-1.330081827651011794e+00 2.888469188748037375e+00 -1.897847408220867255e-02 1.583705771674332949e-02 -3.141416365465342191e-03
-1.328081827707575657e+00 2.528469176014529474e+00 -1.757104271000639595e-02 1.175482600537021069e-02 -5.816216704636184391e-03
-1.326081827764139520e+00 2.132469162007670782e+00 -1.724531298774329563e-02 8.183185786070044931e-03 -9.062127201673250698e-03
-1.324081827820703383e+00 1.664469145454110510e+00 -1.712110267106117106e-02 2.751056471673397810e-03 -1.437004619938777282e-02
-1.322081827877267246e+00 1.376469135267304189e+00 -1.951344420589114226e-02 1.132475135680180824e-03 -1.838096907021096252e-02
-1.320081827933831109e+00 1.376469135267304189e+00 -1.849702398258242300e-02 -3.692272230868051154e-03 -2.218929621345047329e-02
-1.318081827990394972e+00 1.448469137814005769e+00 -2.228567546949444464e-02 -2.155874576988838550e-03 -2.444155004648328536e-02
-1.316081828046958835e+00 1.448469137814005769e+00 -2.452676334933958507e-02 -2.464245131210907047e-03 -2.699100848055049212e-02
-1.314081828103522698e+00 1.484469139087356560e+00 -2.408933620409361986e-02 -3.024598614867909496e-03 -2.711393481896152979e-02
-1.312081828160086561e+00 1.664469145454110510e+00 -2.314864015732656308e-02 -3.247273939059818360e-03 -2.639591409638638447e-02
-1.310081828216650424e+00 1.772469149274162881e+00 -2.350040355828562910e-02 -7.955732585210689017e-03 -3.145613614349631465e-02
-1.308081828273214287e+00 1.808469150547513671e+00 -2.376070570309733385e-02 -1.076863408617559879e-02 -3.452933978927293091e-02
-1.306081828329778149e+00 1.808469150547513671e+00 -2.234201257386931455e-02 -1.206814149668115725e-02 -3.441015407055047354e-02
-1.304081828386342012e+00 1.844469151820864461e+00 -2.219135212236974380e-02 -1.674454523002126202e-02 -3.893589735239100930e-02
-1.302081828442905875e+00 2.096469160734319992e+00 -2.392980880584968939e-02 -1.657389457451852177e-02 -4.050370338036820422e-02
-1.300081828499469738e+00 1.844469151820864461e+00 -2.239733825032900333e-02 -1.988211245408869066e-02 -4.227945070441769398e-02
-1.298081828556033601e+00 1.700469146727461300e+00 -2.297678242666246345e-02 -1.713618409643414414e-02 -4.011296652309660760e-02
-1.296081828612597464e+00 1.448469137814005769e+00 -2.108992608796263560e-02 -1.466073818865536345e-02 -3.575066427661799384e-02
-1.294081828669161327e+00 1.196469128900550238e+00 -2.271076191381049547e-02 -9.323337267006974807e-03 -3.203409918081747548e-02
-1.292081828725725190e+00 6.204691085269377071e-01 -1.963761406650992025e-02 -7.557881251305159642e-03 -2.719549531781507989e-02
-1.290081828782289053e+00 3.684690996134821206e-01 -1.867493460730340268e-02 -3.034360926527691210e-03 -2.170929553383109389e-02
-1.288081828838852916e+00 1.524690919733773797e-01 -1.490172157545120724e-02 -2.321013467237801589e-04 -1.513382292217498731e-02
-1.286081828895416779e+00 -2.075309207601305217e-01 -1.732420824831942471e-02 3.541310912340982914e-03 -1.378289733597844180e-02
-1.284081828951980642e+00 -7.475309398603923183e-01 -1.678295133573881603e-02 2.542485104008765286e-03 -1.424046623173005205e-02
-1.282081829008544505e+00 -1.251530957687303491e+00 -2.020749290684549157e-02 7.812299102557206630e-03 -1.239519380428828581e-02
-1.280081829065108368e+00 -1.611530970420811393e+00 -2.195860509822783468e-02 9.717575936940040307e-03 -1.224102916128779611e-02
-1.278081829121672230e+00 -1.863530979334266924e+00 -2.500517284231574752e-02 1.184596946254491169e-02 -1.315920337977083583e-02
-1.276081829178236093e+00 -2.187530990794424035e+00 -2.609050476577267144e-02 1.220857344351343986e-02 -1.388193132225922985e-02
-1.274081829234799956e+00 -2.259530993341125615e+00 -3.106434454374149695e-02 1.404475113786442762e-02 -1.701959340587707106e-02
-1.272081829291363819e+00 -2.079530986974371665e+00 -3.244400359184565485e-02 1.396698248827457460e-02 -1.847702110357107852e-02
-1.270081829347927682e+00 -1.827530978060916134e+00 -3.613579658444533715e-02 1.729080588568751575e-02 -1.884499069875782140e-02
-1.268081829404491545e+00 -1.899530980607617714e+00 -3.754851773174706919e-02 1.826388771311950737e-02 -1.928463001862755835e-02
-1.266081829461055408e+00 -1.503530966600759022e+00 -4.085155860342435524e-02 1.846529361613324233e-02 -2.238626498729111292e-02
-1.264081829517619271e+00 -1.395530962780706652e+00 -4.154125209067175556e-02 1.804178354625416911e-02 -2.349946854441758992e-02
-1.262081829574183134e+00 -1.215530956413952701e+00 -4.449313894730089897e-02 1.723035246039217316e-02 -2.726278648690872580e-02
-1.260081829630746997e+00 -9.635309475004970592e-01 -4.436192852936233361e-02 1.415935210401127187e-02 -3.020257642535106521e-02
-1.258081829687310860e+00 -7.115309385870415282e-01 -4.482962041253143320e-02 1.362416831936868501e-02 -3.120545209316274993e-02
-1.256081829743874723e+00 -3.155309245801828921e-01 -4.159186273579353055e-02 1.464669174865629309e-02 -2.694517098713724093e-02
-1.254081829800438586e+00 4.446908815332502318e-02 -3.979157182893314909e-02 1.868704919195185096e-02 -2.110452263698129813e-02
-1.252081829857002448e+00 8.046908942667581333e-02 -3.779870760705664884e-02 1.950112038825485908e-02 -1.829758721880178976e-02
-1.250081829913566311e+00 2.964690970667805403e-01 -3.422687136658265905e-02 2.425825952047186082e-02 -9.968611846110794761e-03
-1.248081829970130174e+00 4.404691021601837009e-01 -3.175396065547844704e-02 2.592996770093447534e-02 -5.823992954543968231e-03
-1.246081830026694037e+00 6.204691085269377071e-01 -3.162786503358464701e-02 2.987431463188524455e-02 -1.753550401699401377e-03
-1.244081830083257900e+00 5.484691059802361268e-01 -2.994242821962411413e-02 2.908866077570862116e-02 -8.537674439154917813e-04
-1.242081830139821763e+00 5.124691047068853367e-01 -2.818262406055196956e-02 3.092913749246310046e-02 2.746513431911133066e-03
-1.240081830196385626e+00 4.044691008868329107e-01 -2.771711155254507480e-02 3.261179981178926462e-02 4.894688259244187219e-03
-1.238081830252949489e+00 5.844691072535869170e-01 -2.623440482477434194e-02 3.442698833581761542e-02 8.192583511043275216e-03
-1.236081830309513352e+00 5.484691059802361268e-01 -2.722863075511968919e-02 3.298216172596722673e-02 5.753530970847541871e-03
-1.234081830366077215e+00 5.484691059802361268e-01 -2.606711142003142329e-02 3.424787190939487108e-02 8.180760489363444327e-03
-1.232081830422641078e+00 8.364691161670424480e-01 -2.288018210083182791e-02 3.434576454095009806e-02 1.146558244011827016e-02
-1.230081830479204941e+00 9.444691199870948184e-01 -2.347449984798532022e-02 3.581849437720722312e-02 1.234399452922190291e-02
-1.228081830535768804e+00 8.004691148936916578e-01 -2.290164917630821070e-02 3.233210113081934345e-02 9.430451954511131010e-03
-1.226081830592332667e+00 9.444691199870948184e-01 -2.046686049026430129e-02 3.168323612840343029e-02 1.121637563813913073e-02
-1.224081830648896529e+00 1.196469128900550238e+00 -1.744092514110097761e-02 2.918835276513745761e-02 1.174742762403648000e-02
-1.222081830705460392e+00 1.376469135267304189e+00 -1.780448863238959928e-02 2.804252248680029827e-02 1.023803385441069899e-02
-1.220081830762024255e+00 1.124469126353848658e+00 -1.874600950018677492e-02 2.541554739577485053e-02 6.669537895588076477e-03
-1.218081830818588118e+00 1.376469135267304189e+00 -2.008783250196767567e-02 2.538320846658061528e-02 5.295375964612939607e-03
-1.216081830875151981e+00 1.160469127627199448e+00 -1.883432622323652494e-02 2.356528329060041116e-02 4.730957067363887950e-03
-1.214081830931715844e+00 1.304469132720602609e+00 -2.169588740611335873e-02 2.333328766274761143e-02 1.637400256634251403e-03
-1.212081830988279707e+00 1.160469127627199448e+00 -2.107211937355651238e-02 1.759822913118520502e-02 -3.473890242371305195e-03
-1.210081831044843570e+00 1.376469135267304189e+00 -2.342140260295307377e-02 1.565650117910841535e-02 -7.764901423844658424e-03
-1.208081831101407433e+00 1.664469145454110510e+00 -2.286961291914196837e-02 1.085356554877653715e-02 -1.201604737036543122e-02
-1.206081831157971296e+00 1.952469155640916831e+00 -2.138394245124371554e-02 7.547204070688021474e-03 -1.383673838055569406e-02
-1.204081831214535159e+00 1.844469151820864461e+00 -2.216891988895657029e-02 2.690807425983796769e-03 -1.947811246297277352e-02
-1.202081831271099022e+00 2.024469158187618412e+00 -2.140419884611157245e-02 4.876007034922887626e-04 -2.091659814261928596e-02
-1.200081831327662885e+00 1.808469150547513671e+00 -1.936388469463738368e-02 -3.543731108141590352e-03 -2.290761580277897447e-02
-1.198081831384226748e+00 1.736469148000812091e+00 -1.900187905578064676e-02 -6.484949442828873666e-03 -2.548682849860952129e-02
-1.196081831440790610e+00 1.376469135267304189e+00 -1.448857681769066992e-02 -8.290954343580228189e-03 -2.277953116127089811e-02
-1.194081831497354473e+00 1.232469130173901029e+00 -1.071763039603406374e-02 -1.009441631637097297e-02 -2.081204671240503845e-02
-1.192081831553918336e+00 1.196469128900550238e+00 -6.388654280636897956e-03 -1.195706778153354105e-02 -1.834572206217044074e-02
-1.190081831610482199e+00 1.016469122533796288e+00 -5.428977249313730012e-03 -1.153447369449989851e-02 -1.696345094381362939e-02
-1.188081831667046062e+00 7.644691136203408677e-01 -3.352830188303390028e-03 -1.358514495850686107e-02 -1.693797514681025240e-02
-1.186081831723609925e+00 5.844691072535869170e-01 -2.637950348719994738e-03 -1.426487240556068015e-02 -1.690282275428067402e-02
-1.184081831780173788e+00 5.844691072535869170e-01 -4.437518083700276415e-03 -1.837949319964810382e-02 -2.281701128334838111e-02
-1.182081831836737651e+00 2.604690957934297502e-01 -5.855260469109587265e-03 -2.268894754162486746e-02 -2.854420801073445299e-02
-1.180081831893301514e+00 1.524690919733773797e-01 -4.927550919642289563e-03 -2.717763680373605842e-02 -3.210518772337835058e-02
-1.178081831949865377e+00 -6.353091566672734725e-02 -7.842101884484961594e-03 -3.140209245680780636e-02 -3.924419434129277490e-02
-1.176081832006429240e+00 8.469086879974233040e-03 -1.088006085030950726e-02 -3.826631996107589945e-02 -4.914638081138540671e-02
-1.174081832062993103e+00 8.469086879974233040e-03 -1.254753038492683812e-02 -4.109178500031671066e-02 -5.363931538524354531e-02
-1.172081832119556966e+00 -3.515309258535336823e-01 -1.328851723311125048e-02 -4.704375088016812811e-02 -6.033226811327938033e-02
-1.170081832176120828e+00 -6.755309373136907380e-01 -1.532345032884661375e-02 -4.923054770559557453e-02 -6.455399803444218654e-02
-1.168081832232684691e+00 -8.195309424070938986e-01 -1.514895631083419680e-02 -5.195022549968728726e-02 -6.709918181052149100e-02
-1.166081832289248554e+00 -1.107530952593900331e+00 -1.996843431117849982e-02 -5.336592821363887046e-02 -7.333436252481737028e-02
-1.164081832345812417e+00 -1.395530962780706652e+00 -1.897928676641999490e-02 -5.453110629603943188e-02 -7.351039306245943372e-02
-1.162081832402376280e+00 -1.395530962780706652e+00 -2.052887550661505398e-02 -5.371869841819629232e-02 -7.424757392481134977e-02
-1.160081832458940143e+00 -1.791530976787565343e+00 -2.111488310005111418e-02 -5.163465751396630055e-02 -7.274954061401740779e-02
-1.158081832515504006e+00 -1.971530983154319294e+00 -2.159433638579364573e-02 -5.009718901018536674e-02 -7.169152539597901941e-02
-1.156081832572067869e+00 -2.079530986974371665e+00 -1.708235456867535432e-02 -5.040763917313772352e-02 -6.748999374181306743e-02
-1.154081832628631732e+00 -2.115530988247722455e+00 -1.432170619197406687e-02 -4.694762251508099310e-02 -6.126932870705506518e-02
-1.152081832685195595e+00 -2.259530993341125615e+00 -1.134124418655835242e-02 -4.666245677932669839e-02 -5.800370096588505081e-02
-1.150081832741759458e+00 -2.259530993341125615e+00 -6.428823944157203117e-03 -4.535951241021538016e-02 -5.178833635437258415e-02
-1.148081832798323321e+00 -2.223530992067774825e+00 -3.258305820177307549e-03 -4.612975134798116134e-02 -4.938805716815847235e-02
-1.146081832854887184e+00 -2.223530992067774825e+00 -3.511949221640365670e-03 -4.077867029113328018e-02 -4.429061951277364628e-02
-1.144081832911451047e+00 -2.079530986974371665e+00 -1.910183383690054314e-03 -4.002795469474975526e-02 -4.193813807843981001e-02
-1.142081832968014909e+00 -2.043530985701020875e+00 -2.758429552707773497e-04 -3.409490590754773315e-02 -3.437074886281851066e-02
-1.140081833024578772e+00 -1.971530983154319294e+00 1.087045079982295335e-03 -3.132804854773625636e-02 -3.024100346775395950e-02
-1.138081833081142635e+00 -1.827530978060916134e+00 -7.904262663423687032e-05 -2.882303673605928970e-02 -2.890207936269352518e-02
-1.136081833137706498e+00 -1.719530974240863763e+00 -1.127332728254960012e-03 -2.566536748222564279e-02 -2.679270021048060085e-02
-1.134081833194270361e+00 -1.503530966600759022e+00 -3.582951594588408366e-04 -2.336463114036994512e-02 -2.372292629982878515e-02
-1.132081833250834224e+00 -1.683530972967512973e+00 3.307034751534989117e-04 -2.190644350311017965e-02 -2.157574002795668161e-02
-1.130081833307398087e+00 -1.755530975514214553e+00 8.881341514936039617e-04 -2.166466801789375396e-02 -2.077653386640014935e-02
-1.128081833363961950e+00 -1.791530976787565343e+00 1.718617806793762198e-03 -2.126511386762493933e-02 -1.954649606083117344e-02
-1.126081833420525813e+00 -1.935530981880968504e+00 2.848531245966616499e-03 -1.985130769402806278e-02 -1.700277644806144628e-02
-1.124081833477089676e+00 -2.223530992067774825e+00 1.468827696191567743e-03 -1.953483061554870878e-02 -1.806600291935714017e-02
-1.122081833533653539e+00 -2.331530995887827196e+00 1.289194099506870209e-03 -1.720498103341037976e-02 -1.591578693390351129e-02
-1.120081833590217402e+00 -2.439530999707879566e+00 8.178759884268986232e-04 -1.869804988685608640e-02 -1.788017389842918789e-02
-1.118081833646781265e+00 -2.511531002254581146e+00 -1.294481750485246101e-03 -1.880204466421760839e-02 -2.009652641470285189e-02
-1.116081833703345128e+00 -2.871531014988089048e+00 -1.949124415864727632e-03 -1.963397652441212574e-02 -2.158310094027685033e-02
-1.114081833759908990e+00 -3.267531028994947739e+00 -4.460313671361714090e-03 -1.829426505437601463e-02 -2.275457872573772786e-02
-1.112081833816472853e+00 -3.591531040455104851e+00 -3.577045809693681078e-03 -2.144865846577811985e-02 -2.502570427547180093e-02
-1.110081833873036716e+00 -3.807531048095209592e+00 -6.152161428700027475e-03 -2.071188258518739250e-02 -2.686404401388742258e-02
-1.108081833929600579e+00 -3.987531054461963542e+00 -5.950097875900389223e-03 -2.265144063614173142e-02 -2.860153851204211978e-02
-1.106081833986164442e+00 -4.419531069742173024e+00 -7.829661811702210567e-03 -2.248018998102452315e-02 -3.030985179272673372e-02
-1.104081834042728305e+00 -4.419531069742173024e+00 -8.045211507349636290e-03 -2.558647406368688010e-02 -3.363168557103651812e-02
-1.102081834099292168e+00 -4.563531074835576185e+00 -7.375037337962095894e-03 -2.512944389302567208e-02 -3.250448123098777231e-02
-1.100081834155856031e+00 -4.815531083749031716e+00 -7.298138891269714303e-03 -2.856595352955871789e-02 -3.586409242082842785e-02
-1.098081834212419894e+00 -4.779531082475680925e+00 -7.803502210217622310e-03 -3.162978529672915567e-02 -3.943328750694678753e-02
-1.096081834268983757e+00 -4.635531077382277765e+00 -8.546128331951615559e-03 -3.567463236185969971e-02 -4.422076069381131180e-02
-1.094081834325547620e+00 -4.563531074835576185e+00 -1.031331440625242110e-02 -3.652388321187607229e-02 -4.683719761812849686e-02
-1.092081834382111483e+00 -4.671531078655628555e+00 -1.110783518362128131e-02 -3.971324813185660163e-02 -5.082108331547788294e-02
-1.090081834438675346e+00 -4.455531071015523814e+00 -1.237175640200740417e-02 -3.605265190220815347e-02 -4.842440830421555764e-02
-1.088081834495239208e+00 -4.455531071015523814e+00 -1.425776592333609198e-02 -3.643189523660767676e-02 -5.068966115994377047e-02
-1.086081834551803071e+00 -4.095531058282015913e+00 -1.702202788214076876e-02 -3.330657933311295671e-02 -5.032860721525372893e-02
-1.084081834608366934e+00 -3.699531044275157221e+00 -1.664231540972006124e-02 -2.976400596610427260e-02 -4.640632137582433731e-02
-1.082081834664930797e+00 -3.483531036635052480e+00 -1.921627521829895671e-02 -2.405628639370962010e-02 -4.327256161200858375e-02
-1.080081834721494660e+00 -3.087531022628193789e+00 -1.936835369431403123e-02 -2.429358980279408900e-02 -4.366194349710812023e-02
-1.078081834778058523e+00 -2.547531003527931937e+00 -2.028530340960135736e-02 -2.275273825945513251e-02 -4.303804166905648987e-02
-1.076081834834622386e+00 -2.439530999707879566e+00 -2.086612692269426694e-02 -2.215763959902694591e-02 -4.302376652172121285e-02
-1.074081834891186249e+00 -2.115530988247722455e+00 -1.962929354428188250e-02 -2.175030243878860875e-02 -4.137959598307049819e-02
-1.072081834947750112e+00 -2.007530984427670084e+00 -1.597637229955949784e-02 -2.469151324241941267e-02 -4.066788554197890704e-02
-1.070081835004313975e+00 -1.863530979334266924e+00 -1.437233934242545565e-02 -2.356913294199873554e-02 -3.794147228442418945e-02
-1.068081835060877838e+00 -1.755530975514214553e+00 -1.000555373164133642e-02 -2.773814827900770996e-02 -3.774370201064904118e-02
-1.066081835117441701e+00 -1.647530971694162183e+00 -6.465526176393891766e-03 -3.106585817408216710e-02 -3.753138435047605886e-02
-1.064081835174005564e+00 -1.359530961507355862e+00 -2.014161579143124506e-03 -3.099088386102085910e-02 -3.300504544016397840e-02
-1.062081835230569427e+00 -1.359530961507355862e+00 1.671368898197171920e-03 -2.976888680144991473e-02 -2.809751790325274237e-02
-1.060081835287133289e+00 -1.323530960234005072e+00 5.128279993164063487e-03 -3.000501969456243964e-02 -2.487673970139837529e-02
-1.058081835343697152e+00 -1.359530961507355862e+00 8.463282023792937162e-03 -3.048949353792832981e-02 -2.202621151413539091e-02
-1.056081835400261015e+00 -1.179530955140601911e+00 9.407618203599392090e-03 -2.886140570533940117e-02 -1.945378750174000734e-02
-1.054081835456824878e+00 -1.287530958960654281e+00 8.548533357564835899e-03 -2.829568988043406480e-02 -1.974715652286922890e-02
-1.052081835513388741e+00 -1.107530952593900331e+00 9.183408905113868079e-03 -3.047785663811431942e-02 -2.129444773300045307e-02
-1.050081835569952604e+00 -8.195309424070938986e-01 9.132651600182782256e-03 -2.887351658000071250e-02 -1.974086497981793198e-02
-1.048081835626516467e+00 -6.395309360403399479e-01 5.908030617171556795e-03 -2.948106340955219604e-02 -2.357303279238064098e-02
-1.046081835683080330e+00 -4.235309284002352626e-01 4.252318439521728631e-03 -2.717141303965920143e-02 -2.291909460013747193e-02
-1.044081835739644193e+00 -2.075309207601305217e-01 2.571858361998195959e-03 -2.904810012115636303e-02 -2.647624175915816794e-02
-1.042081835796208056e+00 4.446908815332502318e-02 -2.079962939003653403e-04 -2.570166060830530660e-02 -2.590965690220567094e-02
-1.040081835852771919e+00 8.046908942667581333e-02 -2.121171030714152396e-03 -2.437542801842126558e-02 -2.649659904913542058e-02
-1.038081835909335782e+00 4.044691008868329107e-01 -6.475520614321080351e-03 -1.950717567315091508e-02 -2.598269628747199370e-02
-1.036081835965899645e+00 2.244690945200789600e-01 -7.216416181866037657e-03 -2.184490480676950022e-02 -2.906132098863553961e-02
-1.034081836022463508e+00 4.404691021601837009e-01 -1.165826171309936217e-02 -2.132082313795924389e-02 -3.297908485105860432e-02
-1.032081836079027370e+00 6.564691098002884972e-01 -1.166651927393298240e-02 -2.519299321693614299e-02 -3.685951249086912712e-02
-1.030081836135591233e+00 6.564691098002884972e-01 -1.454859502015909585e-02 -2.759699518721120751e-02 -4.214559020737030509e-02
-1.028081836192155096e+00 5.124691047068853367e-01 -1.471228065671434035e-02 -3.145985249358360797e-02 -4.617213315029794485e-02
-1.026081836248718959e+00 3.324690983401313304e-01 -1.696117095351608664e-02 -3.284939052986753788e-02 -4.981056148338361411e-02
-1.024081836305282822e+00 2.604690957934297502e-01 -1.730002523268682479e-02 -3.887241602380001049e-02 -5.617244125648682834e-02
-1.022081836361846685e+00 2.604690957934297502e-01 -1.871138727126124210e-02 -4.103597165741521002e-02 -5.974735892867644865e-02
-1.020081836418410548e+00 -2.075309207601305217e-01 -1.949209900759818134e-02 -4.557181476751655247e-02 -6.506391377511473728e-02
-1.018081836474974411e+00 -3.515309258535336823e-01 -2.091063157188837243e-02 -4.759283424173044175e-02 -6.850346581361881071e-02
-1.016081836531538274e+00 -7.115309385870415282e-01 -1.955580993598842257e-02 -5.172811756729375765e-02 -7.128392750328219063e-02
-1.014081836588102137e+00 -6.395309360403399479e-01 -1.936458536118897469e-02 -5.284741326568433151e-02 -7.221199862687330273e-02
-1.012081836644666000e+00 -8.915309449537954789e-01 -1.642783605777653477e-02 -5.649981019509320995e-02 -7.292764625286973779e-02
-1.010081836701229863e+00 -7.835309411337431085e-01 -1.630393827076821733e-02 -5.677039046841809294e-02 -7.307432873918630334e-02
-1.008081836757793726e+00 -6.755309373136907380e-01 -1.333049887193808215e-02 -5.756604362367834932e-02 -7.089654249561642974e-02
-1.006081836814357588e+00 -7.475309398603923183e-01 -1.316743071250650425e-02 -5.391603163061502862e-02 -6.708346234312152767e-02
-1.004081836870921451e+00 -5.675309334936383676e-01 -9.929664944555436842e-03 -5.138130281351255269e-02 -6.131096775806798432e-02
-1.002081836927485314e+00 -2.795309233068321020e-01 -8.769214184861250441e-03 -4.898856784077302434e-02 -5.775778202563427305e-02
-1.000081836984049177e+00 -6.353091566672734725e-02 -7.437716610404617942e-03 -4.460202007910119004e-02 -5.203973668950580278e-02
-9.980818370406130402e-01 5.124691047068853367e-01 -1.109331106192189449e-02 -4.106522910913966429e-02 -5.215854017106156398e-02
-9.960818370971769031e-01 6.564691098002884972e-01 -1.173574931766948638e-02 -4.063896043510815265e-02 -5.237470975277763729e-02
-9.940818371537407661e-01 8.724691174403932381e-01 -1.240748361678684075e-02 -3.874973489209490585e-02 -5.115721850888174660e-02
-9.920818372103046290e-01 1.376469135267304189e+00 -1.394375714758250284e-02 -3.640185535786467919e-02 -5.034561250544718203e-02
-9.900818372668684919e-01 1.592469142907408930e+00 -1.885548253734836352e-02 -3.568652443577047251e-02 -5.454200697311883950e-02
-9.880818373234323548e-01 1.412469136540654979e+00 -1.966725955899945727e-02 -3.375205913082503922e-02 -5.341931868982449649e-02
-9.860818373799962178e-01 1.268469131447251819e+00 -2.078679497796407857e-02 -3.477374557307479075e-02 -5.556054055103887279e-02
-9.840818374365600807e-01 1.268469131447251819e+00 -2.140458698298818366e-02 -3.381770625013789250e-02 -5.522229323312607269e-02
-9.820818374931239436e-01 1.628469144180759720e+00 -2.228123074345718033e-02 -2.977045293743059429e-02 -5.205168368088777808e-02
-9.800818375496878065e-01 1.664469145454110510e+00 -2.180203739450456771e-02 -2.999223359000856293e-02 -5.179427098451313410e-02
-9.780818376062516695e-01 1.592469142907408930e+00 -2.453606065733358529e-02 -2.959000736245113658e-02 -5.412606801978472187e-02
-9.760818376628155324e-01 1.700469146727461300e+00 -2.141288095427996280e-02 -2.684159688597062554e-02 -4.825447784025059528e-02
-9.740818377193793953e-01 1.700469146727461300e+00 -2.213329609163617109e-02 -2.280418800528971612e-02 -4.493748409692588375e-02
-9.720818377759432583e-01 1.664469145454110510e+00 -1.829493564715566761e-02 -2.267240849523272442e-02 -4.096734414238838856e-02
-9.700818378325071212e-01 1.880469153094215251e+00 -1.569798681213752448e-02 -2.373655854955912178e-02 -3.943454536169663932e-02
-9.680818378890709841e-01 1.988469156914267622e+00 -9.177684367348048003e-03 -2.561374155810329858e-02 -3.479142592545134832e-02
-9.660818379456348470e-01 2.096469160734319992e+00 -4.254863599409515300e-03 -2.409531240621139506e-02 -2.835017600562091122e-02
-9.640818380021987100e-01 2.096469160734319992e+00 3.696912862968983605e-04 -2.737185593086588140e-02 -2.700216464456898016e-02
-9.620818380587625729e-01 2.168469163281021572e+00 6.495655487816067407e-03 -2.689894375703484261e-02 -2.040328826921877087e-02
-9.600818381153264358e-01 2.276469167101073943e+00 1.188505101625166906e-02 -2.963853674698816582e-02 -1.775348573073650196e-02
-9.580818381718902987e-01 2.276469167101073943e+00 1.539710699470759649e-02 -2.949281880307662654e-02 -1.409571180836902832e-02
-9.560818382284541617e-01 2.276469167101073943e+00 1.965403143145390275e-02 -2.755982245163118502e-02 -7.905791020177280540e-03
-9.540818382850180246e-01 2.312469168374424733e+00 2.080836582670949134e-02 -2.830516441018138610e-02 -7.496798583471893894e-03
-9.520818383415818875e-01 2.312469168374424733e+00 2.240750295953561344e-02 -2.768956874094940374e-02 -5.282065781413792030e-03
-9.500818383981457504e-01 2.276469167101073943e+00 2.124308916861800817e-02 -2.513350969353356917e-02 -3.890420524915561007e-03
-9.480818384547096134e-01 2.096469160734319992e+00 2.166124075036886254e-02 -2.472091426461425420e-02 -3.059673514245391229e-03
-9.460818385112734763e-01 2.024469158187618412e+00 1.961790394297900295e-02 -1.956078025799428896e-02 5.712368498471539439e-05
-9.440818385678373392e-01 1.772469149274162881e+00 1.899832019068051214e-02 -1.467250800332632263e-02 4.325812187354188647e-03
-9.420818386244012022e-01 1.772469149274162881e+00 1.599500368181536528e-02 -8.953456858732495097e-03 7.041546823082871914e-03
-9.400818386809650651e-01 1.556469141634058140e+00 1.332185125273983167e-02 -7.265177024061982708e-03 6.056674228677848965e-03
-9.380818387375289280e-01 1.484469139087356560e+00 1.009544484535856122e-02 -4.697973238350299820e-03 5.397471607008261403e-03
-9.360818387940927909e-01 1.520469140360707350e+00 1.067047489219757894e-02 -3.363444165746533408e-03 7.307030726451044234e-03
-9.340818388506566539e-01 1.448469137814005769e+00 8.272508547264448633e-03 -5.270932882746183316e-03 3.001575664518266618e-03
-9.320818389072205168e-01 1.160469127627199448e+00 9.047010361225881966e-03 -7.351256577515076149e-03 1.695753783710805167e-03
-9.300818389637843797e-01 1.052469123807147078e+00 8.681590392959607008e-03 -6.251255405109351279e-03 2.430334987850255295e-03
-9.280818390203482426e-01 9.444691199870948184e-01 1.109774349796151596e-02 -9.336586049824520395e-03 1.761157448136995785e-03
-9.260818390769121056e-01 7.644691136203408677e-01 1.335138928216564498e-02 -1.330691835559612637e-02 4.447092656951948770e-05
-9.240818391334759685e-01 5.124691047068853367e-01 1.577706726709981674e-02 -1.574643038395978634e-02 3.063688314003173573e-05
-9.220818391900398314e-01 2.964690970667805403e-01 1.650552276186144363e-02 -1.673289078450469411e-02 -2.273680226432503481e-04
-9.200818392466036943e-01 1.524690919733773797e-01 1.859921255487995834e-02 -1.932669749035477447e-02 -7.274849354748139617e-04
-9.180818393031675573e-01 2.244690945200789600e-01 2.083541321061890481e-02 -1.904616182234796645e-02 1.789251388270940738e-03
-9.160818393597314202e-01 -9.953091694007813739e-02 2.386007087217230371e-02 -2.486263098268164801e-02 -1.002560110509346245e-03
